 0.00000000e+00  1.99042896e-04  0.00000000e+00  1.14150980e-05
1.00000000e+00  1.84085895e-04  2.61821206e-04  1.13575146e-05
2.00000000e+00  1.45199118e-04  5.23642412e-04  1.12018488e-05
3.00000000e+00  9.65650586e-05  7.85463619e-04  1.09967023e-05
4.00000000e+00  5.39222003e-05  1.04728482e-03  1.08148360e-05
5.00000000e+00  2.89956607e-05  1.30910603e-03  1.07427558e-05
6.00000000e+00  2.57427507e-05  1.57092724e-03  1.08695948e-05
7.00000000e+00  3.91069334e-05  1.83274844e-03  1.12778256e-05
8.00000000e+00  5.70749548e-05  2.09456965e-03  1.20379458e-05
9.00000000e+00  6.59174755e-05  2.35639086e-03  1.32083853e-05
1.00000000e+01  5.65378368e-05  2.61821206e-03  1.48406624e-05
1.10000000e+01  2.85817290e-05  2.88003327e-03  1.69885058e-05
1.20000000e+01  -9.78558677e-06  3.14185447e-03  1.97185574e-05
1.30000000e+01  -4.57807065e-05  3.40367568e-03  2.31196142e-05
1.40000000e+01  -6.73424078e-05  3.66549689e-03  2.73073317e-05
1.50000000e+01  -6.78250919e-05  3.92731809e-03  3.24219548e-05
1.60000000e+01  -4.86154482e-05  4.18913930e-03  3.86178707e-05
1.70000000e+01  -1.87908296e-05  4.45096051e-03  4.60453909e-05
1.80000000e+01  8.33602327e-06  4.71278171e-03  5.48268651e-05
1.90000000e+01  2.06723607e-05  4.97460292e-03  6.50306560e-05
2.00000000e+01  1.23899185e-05  5.23642412e-03  7.66473821e-05
2.10000000e+01  -1.38888053e-05  5.49824533e-03  8.95729178e-05
2.20000000e+01  -4.86294926e-05  5.76006654e-03  1.03601885e-04
2.30000000e+01  -7.95350031e-05  6.02188774e-03  1.18433846e-04
2.40000000e+01  -9.63746421e-05  6.28370895e-03  1.33692386e-04
2.50000000e+01  -9.46888981e-05  6.54553016e-03  1.48955060e-04
2.60000000e+01  -7.71384953e-05  6.80735136e-03  1.63790284e-04
2.70000000e+01  -5.25660221e-05  7.06917257e-03  1.77795885e-04
2.80000000e+01  -3.20752306e-05  7.33099377e-03  1.90633654e-04
2.90000000e+01  -2.40214389e-05  7.59281498e-03  2.02054783e-04
3.00000000e+01  -3.07125615e-05  7.85463619e-03  2.11912572e-04
3.10000000e+01  -4.76644878e-05  8.11645739e-03  2.20160928e-04
3.20000000e+01  -6.54882423e-05  8.37827860e-03  2.26839562e-04
3.30000000e+01  -7.39136544e-05  8.64009981e-03  2.32049027e-04
3.40000000e+01  -6.61322648e-05  8.90192101e-03  2.35920329e-04
3.50000000e+01  -4.14036460e-05  9.16374222e-03  2.38584604e-04
3.60000000e+01  -5.28971677e-06  9.42556342e-03  2.40148061e-04
3.70000000e+01  3.22750114e-05  9.68738463e-03  2.40676171e-04
3.80000000e+01  6.06846310e-05  9.94920584e-03  2.40189213e-04
3.90000000e+01  7.28367318e-05  1.02110270e-02  2.38669090e-04
4.00000000e+01  6.77809198e-05  1.04728482e-02  2.36075301e-04
4.10000000e+01  5.06149439e-05  1.07346695e-02  2.32366396e-04
4.20000000e+01  3.00709254e-05  1.09964907e-02  2.27522568e-04
4.30000000e+01  1.51252025e-05  1.12583119e-02  2.21565106e-04
4.40000000e+01  1.16978431e-05  1.15201331e-02  2.14569418e-04
4.50000000e+01  2.04026233e-05  1.17819543e-02  2.06669778e-04
4.60000000e+01  3.63826234e-05  1.20437755e-02  1.98055601e-04
4.70000000e+01  5.15158693e-05  1.23055967e-02  1.88960556e-04
4.80000000e+01  5.80313416e-05  1.25674179e-02  1.79646838e-04
4.90000000e+01  5.18018438e-05  1.28292391e-02  1.70387324e-04
5.00000000e+01  3.40668193e-05  1.30910603e-02  1.61448095e-04
5.10000000e+01  1.07572866e-05  1.33528815e-02  1.53073085e-04
5.20000000e+01  -9.63842766e-06  1.36147027e-02  1.45471687e-04
5.30000000e+01  -1.92131609e-05  1.38765239e-02  1.38809205e-04
5.40000000e+01  -1.40752041e-05  1.41383451e-02  1.33199533e-04
5.50000000e+01  4.00215484e-06  1.44001663e-02  1.28699273e-04
5.60000000e+01  2.84696466e-05  1.46619875e-02  1.25302881e-04
5.70000000e+01  5.04758516e-05  1.49238088e-02  1.22939119e-04
5.80000000e+01  6.20942495e-05  1.51856300e-02  1.21469817e-04
5.90000000e+01  5.93504818e-05  1.54474512e-02  1.20692546e-04
6.00000000e+01  4.36261929e-05  1.57092724e-02  1.20348873e-04
6.10000000e+01  2.08554617e-05  1.59710936e-02  1.20139405e-04
6.20000000e+01  -8.78564084e-07  1.62329148e-02  1.19745771e-04
6.30000000e+01  -1.44689099e-05  1.64947360e-02  1.18858290e-04
6.40000000e+01  -1.65914878e-05  1.67565572e-02  1.17206534e-04
6.50000000e+01  -8.94955333e-06  1.70183784e-02  1.14588854e-04
6.60000000e+01  2.65368708e-06  1.72801996e-02  1.10896354e-04
6.70000000e+01  1.08518154e-05  1.75420208e-02  1.06127126e-04
6.80000000e+01  9.74480037e-06  1.78038420e-02  1.00387792e-04
6.90000000e+01  -2.63554126e-06  1.80656632e-02  9.38813033e-05
7.00000000e+01  -2.33461778e-05  1.83274844e-02  8.68823461e-05
7.10000000e+01  -4.55270049e-05  1.85893056e-02  7.97038953e-05
7.20000000e+01  -6.11380181e-05  1.88511268e-02  7.26601853e-05
7.30000000e+01  -6.43293177e-05  1.91129481e-02  6.60321010e-05
7.40000000e+01  -5.37601916e-05  1.93747693e-02  6.00405940e-05
7.50000000e+01  -3.31916317e-05  1.96365905e-02  5.48322159e-05
7.60000000e+01  -9.99795518e-06  1.98984117e-02  5.04785111e-05
7.70000000e+01  7.73720433e-06  2.01602329e-02  4.69882932e-05
7.80000000e+01  1.41823004e-05  2.04220541e-02  4.43292875e-05
7.90000000e+01  8.03173134e-06  2.06838753e-02  4.24538056e-05
8.00000000e+01  -6.95342323e-06  2.09456965e-02  4.13224006e-05
8.10000000e+01  -2.37477825e-05  2.12075177e-02  4.09200093e-05
