5.000000000000000104e-03 2.739309048780485794e-09
1.500000000000000118e-02 8.379480403968783030e-10
2.500000000000000139e-02 6.549531503729910087e-10
3.500000000000000333e-02 7.069611086078863473e-10
4.500000000000000527e-02 8.930913713453972377e-10
5.500000000000000028e-02 1.235431089343054645e-09
6.500000000000000222e-02 1.810118484091908844e-09
7.500000000000001110e-02 2.756148509728008974e-09
8.500000000000000611e-02 4.309703647170532805e-09
9.500000000000000111e-02 6.866044158991375587e-09
1.049999999999999961e-01 1.108356563770199799e-08
1.150000000000000050e-01 1.805608742932181340e-08
1.250000000000000278e-01 2.959616631635911212e-08
1.350000000000000089e-01 4.869846301139955707e-08
1.450000000000000178e-01 8.029352019909184845e-08
1.549999999999999989e-01 1.324670712465197381e-07
1.650000000000000078e-01 2.184207039598362180e-07
1.750000000000000167e-01 3.596050247253086258e-07
1.849999999999999978e-01 5.906939838300696300e-07
1.950000000000000067e-01 9.674290338772248153e-07
2.050000000000000155e-01 1.578902533193973311e-06
2.149999999999999967e-01 2.566654438658394504e-06
2.250000000000000056e-01 4.154142183435712039e-06
2.350000000000000144e-01 6.691874129046716305e-06
2.450000000000000233e-01 1.072599673022406233e-05
2.550000000000000044e-01 1.710169894807241124e-05
2.650000000000000133e-01 2.711785089348667344e-05
2.750000000000000222e-01 4.275636119785745318e-05
2.850000000000000311e-01 6.701950895959937673e-05
2.950000000000000400e-01 1.044218557228512027e-04
3.050000000000000488e-01 1.617013565899729248e-04
3.150000000000000022e-01 2.488382843586924411e-04
3.250000000000000111e-01 3.805021116646113244e-04
3.350000000000000200e-01 5.780873414562965294e-04
3.450000000000000289e-01 8.725513881347601733e-04
3.550000000000000377e-01 1.308333022329463864e-03
3.649999999999999911e-01 1.948710556540984937e-03
3.750000000000000000e-01 2.883056510555010322e-03
3.850000000000000089e-01 4.236560960552926587e-03
3.950000000000000178e-01 6.183129081803118848e-03
4.050000000000000266e-01 8.962307872470551620e-03
4.150000000000000355e-01 1.290125877987421087e-02
4.249999999999999889e-01 1.844296006129462692e-02
4.349999999999999978e-01 2.618198460562468077e-02
4.450000000000000067e-01 3.690934059734413131e-02
4.550000000000000155e-01 5.166796378948326079e-02
4.650000000000000244e-01 7.182048591027652418e-02
4.749999999999999778e-01 9.913084327286712794e-02
4.850000000000000422e-01 1.358610978547280801e-01
4.950000000000000511e-01 1.848844817177363042e-01
5.050000000000000044e-01 2.498151056362220568e-01
5.150000000000000133e-01 3.351539577564258687e-01
5.250000000000000222e-01 4.464497285611817579e-01
5.350000000000000311e-01 5.904716171848709561e-01
5.450000000000000400e-01 7.753896023620170386e-01
5.550000000000000488e-01 1.010955724785600474e+00
5.649999999999999467e-01 1.308677782853724159e+00
5.749999999999999556e-01 1.681974582794842465e+00
5.849999999999999645e-01 2.146299637767418833e+00
5.949999999999999734e-01 2.719218148361637333e+00
6.049999999999999822e-01 3.420420423843684610e+00
6.149999999999999911e-01 4.271653851408624192e+00
6.250000000000000000e-01 5.296555335540443110e+00
6.350000000000000089e-01 6.520367053108639510e+00
6.450000000000001288e-01 7.969520617307283672e+00
6.550000000000001377e-01 9.671078478051095217e+00
6.650000000000001465e-01 1.165202669203964270e+01
6.750000000000000444e-01 1.393842005171537934e+01
6.850000000000000533e-01 1.655438882183156579e+01
6.950000000000000622e-01 1.952102570777558910e+01
7.050000000000000711e-01 2.285518173891556870e+01
7.150000000000000799e-01 2.656820992469955556e+01
7.250000000000000888e-01 3.066470514934433567e+01
7.350000000000000977e-01 3.514129705510638502e+01
7.450000000000001066e-01 3.998555884147265971e+01
7.550000000000001155e-01 4.517509823133325852e+01
7.650000000000001243e-01 5.067689668190529773e+01
7.750000000000001332e-01 5.644695877570124765e+01
7.850000000000000311e-01 6.243032537606835319e+01
7.950000000000000400e-01 6.856149161559916649e+01
8.050000000000000488e-01 7.476525445863620689e+01
8.150000000000000577e-01 8.095799511338174170e+01
8.250000000000000666e-01 8.704937993294194598e+01
8.350000000000000755e-01 9.294444085303766201e+01
8.450000000000000844e-01 9.854597425378098308e+01
8.550000000000000933e-01 1.037571768665216041e+02
8.650000000000001021e-01 1.084844204033818897e+02
8.750000000000001110e-01 1.126400542486974672e+02
8.850000000000001199e-01 1.161451188448701970e+02
8.950000000000000178e-01 1.189318520098471481e+02
9.050000000000000266e-01 1.209458766051136109e+02
9.150000000000000355e-01 1.221479705483435509e+02
9.250000000000000444e-01 1.225153385026233508e+02
9.350000000000000533e-01 1.220423276337884460e+02
9.450000000000000622e-01 1.207405562314004897e+02
9.550000000000000711e-01 1.186384521236416845e+02
9.650000000000000799e-01 1.157802259524275144e+02
9.750000000000000888e-01 1.122243307966751757e+02
9.850000000000000977e-01 1.080414827636612500e+02
9.950000000000001066e-01 1.033123356899090055e+02
1.005000000000000115e+00 9.812491602796842471e+01
1.015000000000000124e+00 9.257193077330433084e+01
1.025000000000000133e+00 8.674806176721952511e+01
1.035000000000000142e+00 8.074735418092134864e+01
1.045000000000000151e+00 7.466079610643227227e+01
1.055000000000000160e+00 6.857417092705061634e+01
1.065000000000000169e+00 6.256624570942204144e+01
1.074999999999999956e+00 5.670733856727403577e+01
1.085000000000000187e+00 5.105828712674311731e+01
1.094999999999999973e+00 4.566982012938409952e+01
1.105000000000000204e+00 4.058231593496592637e+01
1.114999999999999991e+00 3.582591610288742601e+01
1.125000000000000222e+00 3.142094994774560135e+01
1.135000000000000009e+00 2.737861731446333025e+01
1.145000000000000240e+00 2.370187186598170470e+01
1.155000000000000027e+00 2.038644574569973855e+01
1.165000000000000258e+00 1.742195819256986411e+01
1.175000000000000044e+00 1.479305502719277676e+01
1.185000000000000053e+00 1.248053227957934119e+01
1.195000000000000062e+00 1.046240494455541281e+01
1.205000000000000071e+00 8.714890293599715676e+00
1.215000000000000080e+00 7.213283761293957319e+00
1.225000000000000089e+00 5.932713664564212230e+00
1.235000000000000098e+00 4.848768511865667818e+00
1.245000000000000107e+00 3.937997138438545708e+00
1.255000000000000115e+00 3.178287195126966225e+00
1.265000000000000124e+00 2.549131556592723502e+00
1.275000000000000133e+00 2.031795022013668461e+00
1.285000000000000142e+00 1.609395348527807190e+00
1.294999999999999929e+00 1.266913325193605777e+00
1.305000000000000160e+00 9.911464337384122691e-01
1.314999999999999947e+00 7.706198353877753426e-01
1.325000000000000178e+00 5.954671524301246022e-01
1.334999999999999964e+00 4.572919476995101484e-01
1.345000000000000195e+00 3.490190928088244271e-01
1.354999999999999982e+00 2.647434791927440467e-01
1.365000000000000213e+00 1.995818599814381811e-01
1.375000000000000000e+00 1.495320837938917402e-01
1.385000000000000231e+00 1.113426375151626985e-01
1.395000000000000018e+00 8.239427658420854506e-02
1.405000000000000027e+00 6.059459357014825714e-02
1.415000000000000036e+00 4.428565098419641466e-02
1.425000000000000044e+00 3.216426524038751983e-02
1.435000000000000053e+00 2.321415257229042170e-02
1.445000000000000062e+00 1.664890886493081493e-02
1.455000000000000071e+00 1.186466762491428933e-02
1.465000000000000080e+00 8.401238776505890946e-03
1.475000000000000089e+00 5.910553109637319003e-03
1.485000000000000098e+00 4.131303535877079054e-03
1.495000000000000107e+00 2.868768666235939086e-03
1.505000000000000115e+00 1.978913739592488494e-03
1.514999999999999902e+00 1.355978795540757056e-03
1.525000000000000133e+00 9.228771000616237076e-04
1.534999999999999920e+00 6.238333820295901069e-04
1.545000000000000151e+00 4.187884595115774593e-04
1.554999999999999938e+00 2.791827995217950132e-04
1.565000000000000169e+00 1.848059993671739116e-04
1.574999999999999956e+00 1.214623831458686395e-04
1.585000000000000187e+00 7.925563938232812837e-05
1.594999999999999973e+00 5.133873214664940045e-05
1.605000000000000204e+00 3.301037341289999075e-05
1.615000000000000213e+00 2.106734334048656872e-05
