 0.00000000e+00  1.98676903e-04  0.00000000e+00  1.08346018e-05
1.00000000e+00  1.83681064e-04  2.61821206e-04  1.10080904e-05
2.00000000e+00  1.44710561e-04  5.23642412e-04  1.14839126e-05
3.00000000e+00  9.60173558e-05  7.85463619e-04  1.21405993e-05
4.00000000e+00  5.33978944e-05  1.04728482e-03  1.28144715e-05
5.00000000e+00  2.86023832e-05  1.30910603e-03  1.33487040e-05
6.00000000e+00  2.55777622e-05  1.57092724e-03  1.36458180e-05
7.00000000e+00  3.92273826e-05  1.83274844e-03  1.37116240e-05
8.00000000e+00  5.74703572e-05  2.09456965e-03  1.36802187e-05
9.00000000e+00  6.64997603e-05  2.35639086e-03  1.38134551e-05
1.00000000e+01  5.71754394e-05  2.61821206e-03  1.44735467e-05
1.10000000e+01  2.91577415e-05  2.88003327e-03  1.60730457e-05
1.20000000e+01  -9.33281625e-06  3.14185447e-03  1.90111920e-05
1.30000000e+01  -4.54433107e-05  3.40367568e-03  2.36085697e-05
1.40000000e+01  -6.70529699e-05  3.66549689e-03  3.00525341e-05
1.50000000e+01  -6.74902833e-05  3.92731809e-03  3.83638766e-05
1.60000000e+01  -4.81553046e-05  4.18913930e-03  4.83910999e-05
1.70000000e+01  -1.81698746e-05  4.45096051e-03  5.98333331e-05
1.80000000e+01  9.08495254e-06  4.71278171e-03  7.22874106e-05
1.90000000e+01  2.14521509e-05  4.97460292e-03  8.53101001e-05
2.00000000e+01  1.30930666e-05  5.23642412e-03  9.84837670e-05
2.10000000e+01  -1.33172827e-05  5.49824533e-03  1.11473428e-04
2.20000000e+01  -4.81706787e-05  5.76006654e-03  1.24065166e-04
2.30000000e+01  -7.91099510e-05  6.02188774e-03  1.36179796e-04
2.40000000e+01  -9.58732251e-05  6.28370895e-03  1.47860615e-04
2.50000000e+01  -9.40087639e-05  6.54553016e-03  1.59239049e-04
2.60000000e+01  -7.62287952e-05  6.80735136e-03  1.70485975e-04
2.70000000e+01  -5.14605800e-05  7.06917257e-03  1.81758740e-04
2.80000000e+01  -3.08854950e-05  7.33099377e-03  1.93154054e-04
2.90000000e+01  -2.28936542e-05  7.59281498e-03  2.04675003e-04
3.00000000e+01  -2.97764691e-05  7.85463619e-03  2.16217092e-04
3.10000000e+01  -4.69889655e-05  8.11645739e-03  2.27574081e-04
3.20000000e+01  -6.50611577e-05  8.37827860e-03  2.38460466e-04
3.30000000e+01  -7.36556779e-05  8.64009981e-03  2.48544582e-04
3.40000000e+01  -6.59342170e-05  8.90192101e-03  2.57484915e-04
3.50000000e+01  -4.11783684e-05  9.16374222e-03  2.64962624e-04
3.60000000e+01  -5.01610344e-06  9.42556342e-03  2.70705197e-04
3.70000000e+01  3.25454546e-05  9.68738463e-03  2.74499015e-04
3.80000000e+01  6.08582356e-05  9.94920584e-03  2.76191703e-04
3.90000000e+01  7.28250985e-05  1.02110270e-02  2.75687746e-04
4.00000000e+01  6.75497543e-05  1.04728482e-02  2.72942200e-04
4.10000000e+01  5.02127588e-05  1.07346695e-02  2.67957359e-04
4.20000000e+01  2.96155647e-05  1.09964907e-02  2.60785745e-04
4.30000000e+01  1.47597157e-05  1.12583119e-02  2.51540352e-04
4.40000000e+01  1.15452288e-05  1.15201331e-02  2.40410199e-04
4.50000000e+01  2.05248068e-05  1.17819543e-02  2.27676776e-04
4.60000000e+01  3.67577462e-05  1.20437755e-02  2.13725434e-04
4.70000000e+01  5.20550632e-05  1.23055967e-02  1.99045710e-04
4.80000000e+01  5.86213017e-05  1.25674179e-02  1.84216054e-04
4.90000000e+01  5.23486215e-05  1.28292391e-02  1.69871162e-04
5.00000000e+01  3.45308685e-05  1.30910603e-02  1.56653620e-04
5.10000000e+01  1.11653655e-05  1.33528815e-02  1.45155057e-04
5.20000000e+01  -9.20883803e-06  1.36147027e-02  1.35854737e-04
5.30000000e+01  -1.86745266e-05  1.38765239e-02  1.29064929e-04
5.40000000e+01  -1.33773628e-05  1.41383451e-02  1.24892014e-04
5.50000000e+01  4.84750530e-06  1.44001663e-02  1.23220295e-04
5.60000000e+01  2.93956065e-05  1.46619875e-02  1.23722049e-04
5.70000000e+01  5.13938371e-05  1.49238088e-02  1.25893248e-04
5.80000000e+01  6.29467401e-05  1.51856300e-02  1.29110256e-04
5.90000000e+01  6.01507074e-05  1.54474512e-02  1.32699532e-04
6.00000000e+01  4.44604478e-05  1.57092724e-02  1.36010412e-04
6.10000000e+01  2.18569921e-05  1.59710936e-02  1.38480862e-04
6.20000000e+01  4.23614456e-07  1.62329148e-02  1.39687543e-04
6.30000000e+01  -1.27876903e-05  1.64947360e-02  1.39374428e-04
6.40000000e+01  -1.45434098e-05  1.67565572e-02  1.37457837e-04
6.50000000e+01  -6.63571675e-06  1.70183784e-02  1.34009572e-04
6.60000000e+01  5.07799333e-06  1.72801996e-02  1.29223060e-04
6.70000000e+01  1.32324921e-05  1.75420208e-02  1.23369595e-04
6.80000000e+01  1.19832205e-05  1.78038420e-02  1.16752545e-04
6.90000000e+01  -5.59871626e-07  1.80656632e-02  1.09666819e-04
7.00000000e+01  -2.13874948e-05  1.83274844e-02  1.02369109e-04
7.10000000e+01  -4.36058195e-05  1.85893056e-02  9.50619251e-05
7.20000000e+01  -5.91931567e-05  1.88511268e-02  8.78917135e-05
7.30000000e+01  -6.23676099e-05  1.91129481e-02  8.09588632e-05
