 1.50000000e-02 0.00000000e+00
4.50000000e-02 0.00000000e+00
7.50000000e-02 0.00000000e+00
1.05000000e-01 0.00000000e+00
1.35000000e-01 0.00000000e+00
1.65000000e-01 0.00000000e+00
1.95000000e-01 0.00000000e+00
2.25000000e-01 0.00000000e+00
2.55000000e-01 0.00000000e+00
2.85000000e-01 0.00000000e+00
3.15000000e-01 3.81963205e-05
3.45000000e-01 8.12324745e-04
3.75000000e-01 3.47295280e-03
4.05000000e-01 1.06110357e-02
4.35000000e-01 2.71875605e-02
4.65000000e-01 6.38009981e-02
4.95000000e-01 1.38856614e-01
5.25000000e-01 2.84000149e-01
5.55000000e-01 5.48822726e-01
5.85000000e-01 1.00824458e+00
6.15000000e-01 1.75114047e+00
6.45000000e-01 2.88256172e+00
6.75000000e-01 4.51488675e+00
7.05000000e-01 6.72593196e+00
7.35000000e-01 9.55641577e+00
7.65000000e-01 1.29956979e+01
7.95000000e-01 1.69694876e+01
8.25000000e-01 2.13041192e+01
8.55000000e-01 2.58055878e+01
8.85000000e-01 3.02501909e+01
9.15000000e-01 3.44234085e+01
9.45000000e-01 3.81342609e+01
9.75000000e-01 4.12629955e+01
1.00500000e+00 4.37014920e+01
1.03500000e+00 4.54136147e+01
1.06500000e+00 4.64036575e+01
1.09500000e+00 4.67140745e+01
1.12500000e+00 4.64312181e+01
1.15500000e+00 4.56802302e+01
1.18500000e+00 4.45589007e+01
1.21500000e+00 4.31649812e+01
1.24500000e+00 4.15876687e+01
1.27500000e+00 3.98945305e+01
1.30500000e+00 3.81638474e+01
1.33500000e+00 3.65019173e+01
1.36500000e+00 3.50170054e+01
1.39500000e+00 3.38333784e+01
1.42500000e+00 3.30830620e+01
1.45500000e+00 3.29014337e+01
1.48500000e+00 3.34144562e+01
1.51500000e+00 3.47454172e+01
1.54500000e+00 3.69699081e+01
1.57500000e+00 4.01205583e+01
1.60500000e+00 4.41714104e+01
1.63500000e+00 4.90286611e+01
1.66500000e+00 5.45280285e+01
1.69500000e+00 6.04610535e+01
1.72500000e+00 6.65718213e+01
1.75500000e+00 7.25385289e+01
1.78500000e+00 7.79927010e+01
1.81500000e+00 8.25350994e+01
1.84500000e+00 8.57617402e+01
1.87500000e+00 8.72897223e+01
1.90500000e+00 8.68208852e+01
1.93500000e+00 8.41961938e+01
1.96500000e+00 7.94353345e+01
1.99500000e+00 7.27519341e+01
2.02500000e+00 6.45501351e+01
2.05500000e+00 5.53848141e+01
2.08500000e+00 4.58793884e+01
2.11500000e+00 3.66354023e+01
2.14500000e+00 2.81631211e+01
2.17500000e+00 2.08181267e+01
2.20500000e+00 1.47793979e+01
2.23500000e+00 1.00654870e+01
2.26500000e+00 6.57160868e+00
2.29500000e+00 4.10891150e+00
2.32500000e+00 2.45891973e+00
2.35500000e+00 1.40808696e+00
2.38500000e+00 7.72032984e-01
2.41500000e+00 4.05278789e-01
2.44500000e+00 2.03361634e-01
2.47500000e+00 9.75018035e-02
2.50500000e+00 4.50944353e-02
2.53500000e+00 2.00400453e-02
2.56500000e+00 8.40588624e-03
2.59500000e+00 3.38135890e-03
2.62500000e+00 1.30239438e-03
2.65500000e+00 4.58705982e-04
2.68500000e+00 1.48990409e-04
2.71500000e+00 5.20106076e-05
2.74500000e+00 2.23874638e-05
2.77500000e+00 3.84997096e-06
2.80500000e+00 0.00000000e+00
2.83500000e+00 0.00000000e+00
2.86500000e+00 0.00000000e+00
2.89500000e+00 0.00000000e+00
2.92500000e+00 0.00000000e+00
2.95500000e+00 0.00000000e+00
2.98500000e+00 0.00000000e+00
